QRCODE;NOME;GEOMETRIA_WKT;
999a354b-0c33-46a2-bfb3-28213892d541;Parte 1;POLYGON ((-49.1802633300000025 -25.1313069400000018, -49.1802777799999973 -25.1316147200000017, -49.1802058299999985 -25.1317730600000004, -49.1801594399999971 -25.1320391699999988, -49.1801761099999979 -25.1321225000000013, -49.1801952799999995 -25.1322083300000010, -49.1809133300000028 -25.1348011100000015, -49.1806461099999979 -25.1349711099999986, -49.1791202799999994 -25.1368602800000005, -49.1790680599999988 -25.1377158300000012, -49.1785908299999974 -25.1387341699999993, -49.1783022199999991 -25.1390347200000015, -49.1778755599999968 -25.1393494400000002, -49.1774588899999969 -25.1399033299999992, -49.1753869400000028 -25.1414594399999984, -49.1737452799999986 -25.1438363900000006, -49.1737230600000004 -25.1441400000000002, -49.1768455599999967 -25.1458238899999991, -49.1771527800000001 -25.1459191699999991, -49.1773549999999986 -25.1459391699999983, -49.1776422200000027 -25.1459813899999993, -49.1777999999999977 -25.1458283300000005, -49.1778972199999984 -25.1457425000000008, -49.1781874999999999 -25.1456599999999995, -49.1783497199999999 -25.1455297199999990, -49.1784119399999966 -25.1453488900000011, -49.1784313900000001 -25.1452413899999989, -49.1784372199999993 -25.1451199999999986, -49.1784024999999971 -25.1450255600000006, -49.1783241700000033 -25.1448552800000016, -49.1782963899999999 -25.1447605600000017, -49.1783061100000012 -25.1445336099999999, -49.1783100000000033 -25.1442711099999983, -49.1782172200000005 -25.1439752799999994, -49.1781169400000024 -25.1437558299999999, -49.1781352799999993 -25.1435236099999990, -49.1782705600000014 -25.1434283299999990, -49.1783822200000031 -25.1433491700000005, -49.1783975000000027 -25.1432461099999998, -49.1784441699999988 -25.1431391700000013, -49.1786022200000019 -25.1429586100000009, -49.1786769400000026 -25.1426722200000015, -49.1787094399999987 -25.1422916699999988, -49.1787216700000016 -25.1420980599999986, -49.1790372199999979 -25.1423491699999992, -49.1799358299999980 -25.1430636099999987, -49.1800919399999970 -25.1436866700000010, -49.1802933299999978 -25.1456758299999983, -49.1804905600000026 -25.1459783299999984, -49.1808663899999985 -25.1463427800000012, -49.1810166699999982 -25.1471941699999988, -49.1812791700000034 -25.1478891699999991, -49.1813877800000014 -25.1481030600000004, -49.1820866699999968 -25.1489533300000012, -49.1824833299999966 -25.1492524999999993, -49.1828788899999978 -25.1495058299999990, -49.1838575000000020 -25.1503988900000017, -49.1846255600000006 -25.1501750000000008, -49.1841988899999976 -25.1343958299999990, -49.1838233300000027 -25.1343502799999996, -49.1838152799999975 -25.1338363899999990, -49.1837241699999979 -25.1332950000000004, -49.1826716699999977 -25.1329458300000006, -49.1821566699999977 -25.1325874999999996, -49.1821513900000014 -25.1324091699999990, -49.1821397200000021 -25.1323172200000009, -49.1820008299999998 -25.1322758300000011, -49.1815266699999967 -25.1324055599999987, -49.1811969399999995 -25.1318719399999999, -49.1807566700000010 -25.1316819400000000, -49.1805430599999980 -25.1313183299999992, -49.1802633300000025 -25.1313069400000018));
